date,min_temperature,max_temperature,avg_temperature,avg_humidity,rainfall,sunshine_duration,max_wind_speed,wind_direction,avg_wind_speed,most_wind_direction
18-10-2021,25.2,28.4,26,90,55.3,8,2,110,0,C
19-10-2021,24.6,33.2,27.7,77,20.7,0,5,330,1,C
20-10-2021,26,32.6,29,74,0,2.6,4,330,1,C
21-10-2021,26,32,28.5,83,46.5,5.8,5,320,1,C
22-10-2021,26,32.4,29.1,77,4,4,5,320,1,C
23-10-2021,26.4,32.8,29.3,72,,3.5,5,310,1,C
24-10-2021,27,33.2,30,73,0,3.6,4,330,1,C
25-10-2021,27.6,33.2,29,75,0,8,4,260,1,C
26-10-2021,26,33.8,29.8,72,,3.2,5,310,1,C
27-10-2021,26.4,32.8,28.7,80,1.2,6,7,330,2,C
28-10-2021,25.4,31.4,27.3,86,28.1,3.4,4,30,1,C
29-10-2021,25,32.8,28.6,74,7.8,2,5,320,2,C
30-10-2021,26,33,29.3,73,,8,6,340,2,C
31-10-2021,26.6,32.8,28.9,77,0.8,7.2,4,340,1,C
01-11-2021,26.4,31.4,27.7,84,,4.5,4,350,1,C
02-11-2021,25.8,32.6,28.6,76,2,1.6,5,260,1,C
03-11-2021,25,32.6,28.5,78,,6,4,320,1,C
04-11-2021,26.4,32.6,29,77,0.6,5.2,5,330,2,C
05-11-2021,26.6,29.8,27.9,82,,5.8,2,290,0,C
06-11-2021,26.2,32.8,29.4,76,2,1.4,6,330,2,C
07-11-2021,26,32.4,27.6,84,,7.8,7,320,2,C
08-11-2021,25.2,32.2,28.3,79,19.2,1.8,3,320,1,C
09-11-2021,25.6,32,29.4,78,,4.5,4,320,1,C
10-11-2021,26.4,33.4,28.6,76,1.9,3.4,6,290,1,C
11-11-2021,25,31.6,28.3,77,2,1.1,6,260,2,W
12-11-2021,26.6,33.6,28.5,74,0,0,3,320,1,C
13-11-2021,24.8,31.6,27.5,85,26.4,1.5,3,200,1,C
14-11-2021,25.4,34.6,29.4,76,30.3,1.7,5,250,1,C
15-11-2021,26,29.6,27.7,80,1,3,4,270,2,W
16-11-2021,26.6,33.6,29.8,67,,0,4,270,1,C
17-11-2021,26.4,34,30,71,2.4,3,4,250,1,C
18-11-2021,27,33.8,29.8,71,,6.5,4,330,1,C
19-11-2021,25,30.6,27.9,74,,3,5,250,2,W
20-11-2021,26.4,31.8,27.9,78,,0.2,7,330,2,C
21-11-2021,25.2,32.4,29.4,73,7,2.4,5,240,2,SW
22-11-2021,27.2,32.8,29.3,74,0,6,5,250,2,C
23-11-2021,25,32.4,27.9,76,,3,8,290,4,W
24-11-2021,25.6,33.8,29.3,62,,2.6,4,320,2,W
25-11-2021,26.8,33.8,29.1,73,0,1.2,6,350,1,C
26-11-2021,25.6,34,28.2,80,,2.2,5,330,2,C
27-11-2021,25.2,32.6,27.6,78,34,4,4,270,2,W
28-11-2021,24,32.8,28.1,74,5,4.5,8,260,4,W
29-11-2021,25.6,32.4,28.4,76,0.3,1.2,4,270,2,W
30-11-2021,26.6,31.8,28.9,75,0,5,6,340,1,C
01-12-2021,25,34.6,29.9,63,,0.7,7,240,2,W
02-12-2021,27.2,35.2,30.7,66,0,2.4,4,280,3,W
03-12-2021,27,32.4,29.6,71,,6.5,5,320,2,W
04-12-2021,,,,85,0,1,4,300,1,C
05-12-2021,25,28.2,26.2,85,2.5,0,3,270,0,C
06-12-2021,24.4,32,26.8,84,11.9,0,5,320,1,C
07-12-2021,24,29,26.8,86,65.6,2.5,3,290,1,C
08-12-2021,24.4,32.6,28.1,81,1.5,0,5,320,1,C
09-12-2021,25,31,28,84,30.5,5,5,330,2,C
10-12-2021,24.8,31.8,28.1,82,0.6,2.5,5,320,2,C
11-12-2021,25,30.6,27.9,82,1.6,5.7,3,280,2,C
12-12-2021,,32.8,29.3,72,,4.2,7,250,2,W
13-12-2021,25,32,29.6,74,,4,5,340,2,C
14-12-2021,26.8,31.6,28.6,82,,7,8,340,2,C
15-12-2021,26.8,31.4,28.5,78,7.4,0.3,4,250,1,C
16-12-2021,26.8,32.6,28.1,82,,2,5,330,1,C
17-12-2021,25.4,32.4,28.4,77,,2.4,5,350,1,C
18-12-2021,25.8,33.6,28.3,78,0.4,5,6,120,2,C
19-12-2021,26,32.6,29.3,78,2.4,5.2,3,310,1,C
20-12-2021,26.6,33,27.9,81,0,6,4,320,1,C
21-12-2021,,29.8,26.7,88,1.5,1,5,320,1,C
22-12-2021,24.6,32.6,28.6,76,6.8,0.6,4,330,1,C
23-12-2021,25.6,31.6,26.7,85,0,4.7,3,310,1,C
24-12-2021,24.6,32.6,28.1,80,19.7,2,5,320,1,C
25-12-2021,25,31.4,27.7,80,,3.6,3,290,1,C
26-12-2021,24,31.4,28.6,75,9.4,3,3,320,1,C
27-12-2021,24.2,30.8,28.3,78,,5,7,330,2,C
28-12-2021,26.2,31.6,27.9,82,,7.2,8,340,2,C
29-12-2021,24.6,30.8,28.3,80,9,3.8,4,320,1,C
30-12-2021,26,30.2,27.7,84,0,2,5,320,1,C
31-12-2021,25.8,33.6,29.2,74,0.8,0,4,260,1,C
01-01-2022,25,32.4,28.9,75,0.5,4,3,260,1,C
02-01-2022,26.6,32.4,28.2,82,0,3.5,6,220,2,W
03-01-2022,25.8,32.8,29.2,72,0,2.9,5,320,2,C
04-01-2022,25.8,32.4,28.9,71,,6.2,5,320,1,C
05-01-2022,26.6,33,29.4,75,0,5.6,5,320,1,C
06-01-2022,25.6,31.8,27.9,86,34.5,7.5,5,320,1,C
07-01-2022,25.6,35,29.3,74,6.8,2,5,270,1,C
08-01-2022,26.2,32.4,28.6,77,0.3,6.9,4,300,1,C
09-01-2022,26.6,32.6,29.1,77,0,7,8,340,2,C
10-01-2022,25.2,31.8,28.3,78,,1.5,7,330,2,C
11-01-2022,24.8,31.4,26.9,86,24,1,7,340,1,C
12-01-2022,24.4,31.2,26.7,87,27.2,3.4,7,320,2,C
13-01-2022,24.6,30.8,27.2,84,15.6,5,6,340,1,C
14-01-2022,24,31.4,26.5,88,13,0,4,360,1,C
15-01-2022,24.6,29.4,26.7,86,4,0.6,5,340,1,C
16-01-2022,25,29,27.4,87,0,0.4,6,320,2,C
17-01-2022,25.2,30.8,28.1,82,12.8,0,6,330,1,C
18-01-2022,25.2,29,26.3,92,8.1,4,6,320,2,NW
19-01-2022,24.4,30.2,27.3,84,204,0.2,8,320,2,C
20-01-2022,24.6,29,26.2,83,6.6,5.8,4,260,1,C
21-01-2022,24.8,31,27.6,79,,0,7,340,1,C
22-01-2022,25,30.4,27.3,82,6,5,6,330,2,W
23-01-2022,24.6,32.8,29.3,75,3.2,3.2,9,340,4,W
24-01-2022,26.2,34.4,29.6,72,0,6,7,315,2,C
25-01-2022,26.8,31.4,28.8,80,0,8,5,330,1,C
26-01-2022,25,30,27.2,83,5.2,1.5,4,320,1,C
27-01-2022,25.6,31.8,28.1,80,,0,5,340,2,C
28-01-2022,25.6,32.4,28.7,78,5.2,6,5,270,1,C
29-01-2022,25.8,30.8,27.9,80,0,3,6,350,2,C
30-01-2022,25,31.8,28,81,,0.6,7,340,2,C
31-01-2022,26,31.6,28,78,0,3.7,9,330,2,C
01-02-2022,26,31.2,28.5,81,,5,3,350,1,C
02-02-2022,24.4,31.2,28,82,4,5.5,7,340,1,C
03-02-2022,26.2,32,28.7,78,0,3.8,4,120,2,C
04-02-2022,23.6,31,26.9,86,88.3,5.8,7,320,2,C
05-02-2022,25,28.6,26,90,16.3,3.5,3,270,1,C
06-02-2022,25.2,31.4,27.9,81,41.5,0,8,320,3,C
07-02-2022,25,30.4,27.6,82,10,1.7,6,330,1,C
08-02-2022,25.4,28,26.5,91,6.5,5.8,6,320,0,C
09-02-2022,24.8,30.8,26.5,83,63.8,0,8,330,3,W
10-02-2022,24.8,31.2,27.4,78,1.2,6,6,290,2,C
11-02-2022,24.6,30.8,27.7,79,,0.3,7,320,1,C
12-02-2022,25.4,29.6,27.8,81,0.4,0.5,7,320,2,C
13-02-2022,26.2,29.4,27.2,85,0,0,6,320,1,C
14-02-2022,25.2,30.6,26.5,86,,0.2,6,260,1,C
15-02-2022,24.2,32.6,27.1,88,23.5,0.1,5,300,1,C
16-02-2022,25,32.6,28.4,77,2.4,2.2,5,340,1,C
17-02-2022,24.8,31,27.3,85,47.5,7.8,4,310,1,C
18-02-2022,25,30,27.4,88,0.8,5,3,0,0,C
19-02-2022,25,32.4,28,84,2.7,0,4,280,1,C
20-02-2022,25.6,30.8,27.9,83,2.8,2.2,6,310,1,C
21-02-2022,26,32.4,28.5,74,0.8,1.6,5,350,1,C
22-02-2022,25.6,34.4,29.3,74,3,3,8,340,1,C
23-02-2022,24.6,32.2,27.6,79,1,2.5,5,320,2,NW
24-02-2022,24.4,33.2,28.6,67,17.8,0.6,7,270,2,W
25-02-2022,26.2,29.8,27.7,73,0,1.5,4,240,2,W
26-02-2022,24.6,32.4,27.9,75,2.5,1.2,5,260,2,W
27-02-2022,25.6,31.2,27.5,79,,2.2,7,300,2,C
28-02-2022,25,31,28.1,78,1,2,8,230,2,C
01-03-2022,24.6,29.2,26.5,86,12.6,1.2,5,270,1,C
02-03-2022,24.6,32.4,27,84,5.2,0,4,270,2,W
03-03-2022,25.2,32.4,28.3,78,6.6,2.4,8,340,2,C
04-03-2022,25,31.6,28.1,78,3.7,7,6,320,1,C
05-03-2022,25.4,33.4,27.1,78,,2,8,250,2,W
06-03-2022,25,32.8,27.9,77,12.1,2,7,300,4,W
07-03-2022,26.8,33,29.1,71,0,4.6,8,250,2,C
08-03-2022,25,32,27.8,80,,1.1,5,330,1,C
09-03-2022,26,31.8,28.1,80,0.5,3,7,340,1,C
10-03-2022,26,32.4,28.5,77,,1.4,9,320,2,C
11-03-2022,25.4,32,27.5,85,,5.3,10,340,3,C
12-03-2022,25.8,31.8,27,89,7.5,6,3,340,1,C
13-03-2022,26.2,31.4,28,85,34.5,4,8,310,2,C
14-03-2022,26.4,33.6,28.7,80,2.6,4.5,7,320,1,C
15-03-2022,,30.2,27.5,85,2.5,6,3,100,1,C
16-03-2022,25.2,33.4,28.7,77,6.2,0,5,330,1,C
17-03-2022,25.6,32,28.7,84,0.2,6.2,7,330,1,C
18-03-2022,26.4,33.6,29.2,79,0.4,4.1,4,270,1,C
19-03-2022,26,34.4,29.5,73,,0.8,9,280,4,W
20-03-2022,27,35,30,64,0,5.6,5,300,3,W
21-03-2022,27.4,33.2,29.7,69,0,8,8,230,4,W
22-03-2022,26.8,32.6,29.1,74,,5,6,330,1,C
23-03-2022,26,32.2,27.7,80,1.5,1.5,3,260,1,C
24-03-2022,25.4,33,28.3,78,5.3,1.8,8,330,1,C
25-03-2022,25.8,33.4,29.2,78,0,8,6,300,1,C
26-03-2022,26.6,30,26.6,88,,4,4,330,1,C
27-03-2022,24.2,32.6,27.5,85,22.5,0,9,260,2,C
28-03-2022,25,32.2,28,81,14.4,7.4,8,340,1,C
29-03-2022,25.4,32.8,29.3,74,0,7.4,5,320,2,C
30-03-2022,26.6,32.6,29.1,76,,4.5,4,320,1,C
31-03-2022,,32.8,28.9,78,,1.8,9,320,2,C
01-04-2022,26.4,31.6,28.5,76,0,5.2,3,270,0,C
02-04-2022,26.2,32.8,27.4,82,3.8,0.7,6,330,1,C
03-04-2022,26.4,33,26.7,83,18,4,8,330,2,C
04-04-2022,25,32.8,28.3,78,27.3,3.3,6,320,1,C
05-04-2022,25.6,32.4,27.6,81,0,7.6,6,340,1,C
06-04-2022,24.8,34.4,28.5,74,54,7,7,330,1,C
07-04-2022,25,33.6,28.9,76,,8,10,330,2,C
08-04-2022,25,34.2,28,76,,5.1,4,270,0,C
09-04-2022,25.6,32,28.5,73,45.7,3.7,4,330,1,C
10-04-2022,26,33.2,29.3,74,0,6.5,4,320,1,C
11-04-2022,26.4,32.8,28.2,78,,7,6,320,1,C
12-04-2022,25,32.6,28.6,80,30,3.5,7,320,1,C
13-04-2022,26.4,31.6,28.8,80,1.7,4.1,3,340,1,C
14-04-2022,25.4,32.4,28.7,79,0.4,3.5,7,340,1,C
15-04-2022,26,34,29.9,81,,6,5,320,1,C
16-04-2022,25,32.8,29.2,75,,7.4,5,310,1,C
17-04-2022,26.6,33.2,29.7,77,0.6,7.5,3,340,1,C
18-04-2022,26.2,33.6,29.4,80,16,7.5,6,330,1,C
19-04-2022,26.4,32.8,28.6,78,,6,9,340,2,C
20-04-2022,25,33,28.8,76,0.4,4.5,4,270,1,C
21-04-2022,26.6,29.2,27.4,84,4,3.8,3,270,0,C
22-04-2022,26,30.8,26.4,88,11,0,5,140,0,C
23-04-2022,24.8,33.6,28.5,80,5.7,1.5,5,320,1,C
24-04-2022,25,33,28.9,78,5,5.8,6,340,1,C
25-04-2022,26.6,34.2,29.5,75,0.8,5.2,7,330,1,C
26-04-2022,25.6,34,29.4,77,26.4,7.5,4,230,1,C
27-04-2022,26.6,32.8,29.1,78,,6.5,7,320,1,C
28-04-2022,24,31.6,27.6,83,7.5,2.5,5,270,2,W
29-04-2022,25.4,34,29.3,78,,0.8,5,260,1,W
30-04-2022,26.6,32.2,28.4,81,0,4,4,330,1,C
01-05-2022,26.6,32.6,29,82,,1.6,3,330,1,C
02-05-2022,26,31.6,27.5,85,,2,8,320,2,C
03-05-2022,25,32.6,28.2,83,18.6,2.4,3,80,1,C
04-05-2022,25.4,33,29,78,,3.4,5,340,0,C
05-05-2022,26.4,34,29.5,77,0,5,3,332,1,C
06-05-2022,26,34.8,30.2,74,,7,6,330,1,C
07-05-2022,27.6,33,29.9,77,0,7.3,3,350,1,C
08-05-2022,27.4,33.6,30.1,72,0,7.2,3,50,1,C
09-05-2022,27.6,34,29.9,74,,6,5,40,1,C
10-05-2022,26,33.8,29.9,76,,1,8,300,2,C
11-05-2022,25.4,33.2,28.9,80,18.2,4.4,5,330,1,C
12-05-2022,26.2,34,29.2,76,0,5.2,6,330,2,W
13-05-2022,26.6,33.6,29.3,78,15.8,4.2,6,350,1,C
14-05-2022,26,32.6,29.2,81,13,6.8,7,320,1,C
15-05-2022,26.8,34.2,29,82,0,1.5,3,340,1,C
16-05-2022,26,33.8,28.6,78,6.5,6,6,330,1,C
17-05-2022,26.6,33.2,29.5,78,,5.7,6,340,1,C
18-05-2022,26,33.8,28.7,80,,3,6,320,1,C
19-05-2022,25.8,32,28,84,35.2,5.2,4,340,1,C
20-05-2022,25.6,31.6,27.4,84,9.4,2.2,5,330,1,C
21-05-2022,25,31.2,27.9,82,20,2,4,90,1,C
22-05-2022,25.2,30.4,27.8,82,,1.7,5,80,1,C
23-05-2022,26.2,32.6,29,79,0,0,4,150,1,C
24-05-2022,26.6,32.8,29.7,72,0,5,6,90,2,C
25-05-2022,26.8,33,28.3,83,0.2,5.4,5,20,1,C
26-05-2022,25,30.6,27.3,84,1,1,4,110,0,C
27-05-2022,24.8,33.2,28.2,80,,0,7,320,1,C
28-05-2022,23.4,30,25.6,86,18.6,6.5,4,280,1,C
29-05-2022,23.2,32.8,26.8,83,27.3,1.3,5,280,1,C
30-05-2022,24,31,27.3,82,0.3,4.5,3,270,1,C
31-05-2022,24.8,32.4,27.4,80,0,1.8,5,320,2,C
01-06-2022,25.2,34.6,29,72,0,6.5,5,290,1,C
02-06-2022,26.4,34,28.4,79,,3.4,5,340,1,C
03-06-2022,24.6,33.6,28.2,79,32.6,5.5,8,320,1,C
04-06-2022,25.8,32.2,28.8,76,0,6.2,4,280,1,C
05-06-2022,26.4,32.6,28.6,78,0,7,6,340,2,C
06-06-2022,25,31.8,27.6,79,,6.3,4,320,0,C
07-06-2022,25.4,32,28.1,78,0.5,0.2,4,120,0,C
08-06-2022,25.6,30.8,27.3,87,13.6,2.7,3,330,0,C
09-06-2022,25.8,31.8,26.7,86,0.5,2.5,4,60,0,C
10-06-2022,,34,28.1,77,5,,5,320,1,C
11-06-2022,25,32.4,28.2,84,2.5,4.3,5,70,1,C
12-06-2022,25.2,31.4,27.8,81,,4,4,300,1,C
13-06-2022,25.8,31.2,27.8,76,0,5.4,4,320,1,C
14-06-2022,25.8,31.6,28.7,74,,1.5,4,340,1,C
15-06-2022,25,30.6,27.5,82,,1.3,0,0,0,C
16-06-2022,24.6,29.8,26.7,86,4,0,2,80,0,C
17-06-2022,24.8,29,27.1,86,0,1,2,40,0,C
18-06-2022,24.6,30.6,27.3,82,,0.2,4,330,1,C
19-06-2022,24.8,32.4,28,82,,0.6,6,330,1,C
20-06-2022,25,32.4,28.9,76,0,7,6,320,1,C
21-06-2022,26.4,32.8,28.9,72,0,7,4,80,1,C
22-06-2022,25.2,32.4,28,83,15.4,6,3,140,0,C
23-06-2022,25,33,29.1,74,,1.2,5,90,1,C
24-06-2022,26.4,31.4,28,80,0,2.5,5,340,1,C
25-06-2022,26.6,32.4,28.8,76,0,2,3,20,1,C
26-06-2022,26.4,30.6,28,80,,3,3,330,1,C
27-06-2022,24.8,33,28.8,77,,0,4,340,0,C
28-06-2022,25.2,31.8,28,78,21.7,3.4,5,350,1,C
29-06-2022,25.4,32.6,28.4,70,,4,8,320,1,C
30-06-2022,25.2,31.6,27.7,74,0,6,6,320,2,C
01-07-2022,25.4,33.2,28.7,74,0,6.5,4,340,0,C
02-07-2022,25.6,32.4,29.1,76,0,6.5,3,290,1,C
03-07-2022,27.2,32.2,29.1,82,3,4.5,4,310,1,C
04-07-2022,,33.6,29.5,74,13.6,5.7,6,120,1,C
05-07-2022,25,33.2,29.4,78,,6.5,5,330,1,C
06-07-2022,25,28.6,26.4,89,11.6,7,5,330,0,C
07-07-2022,25.4,32.4,28.6,80,16.8,2,4,330,1,C
08-07-2022,26,32.6,28.8,74,,6.8,7,330,2,C
09-07-2022,25,32,28.2,74,,5.7,9,330,2,C
10-07-2022,25.2,32.4,28.2,70,0,6.7,4,50,1,C
11-07-2022,25.4,32.4,28.7,69,0,7,4,120,1,C
12-07-2022,26.4,33.4,29.6,74,,2,4,90,1,C
13-07-2022,25,32,28.6,78,,1.5,5,330,2,C
14-07-2022,26,32.8,29,76,,1,5,90,2,C
15-07-2022,26.4,32.8,29.3,76,,6,4,100,1,C
16-07-2022,23.6,30,25.7,84,36,7,3,290,1,C
17-07-2022,23,31.4,27.9,79,11.8,1,6,70,1,C
18-07-2022,25.4,32.6,28.2,78,0,0.7,5,320,1,C
19-07-2022,25.6,33.4,28.9,76,0,5.4,5,340,1,C
20-07-2022,26.8,33.6,29.6,75,,6.5,5,100,1,C
21-07-2022,,32.4,28.7,76,,,6,310,1,C
22-07-2022,27,32.2,29.1,71,0,6.8,4,320,1,C
23-07-2022,26,32.8,28.9,75,0,4,6,310,1,C
24-07-2022,26.4,32.6,28.8,77,,6,7,300,2,C
25-07-2022,25,32.4,28.8,74,,5.9,5,320,1,C
26-07-2022,26.4,32.4,29,67,0,3,3,150,1,C
27-07-2022,26.2,33.6,28.9,69,0,7,5,120,1,C
28-07-2022,26.4,33,29.2,70,,5,3,150,1,C
29-07-2022,25,33.6,29.2,73,,5.8,4,120,0,C
30-07-2022,26.8,32.2,28.8,77,0,5.8,4,70,2,C
31-07-2022,26.4,32.2,28.7,77,,6,3,60,1,C
01-08-2022,26,33.8,29,72,0,7,3,120,0,C
02-08-2022,25,33,29.3,73,,6,6,320,1,C
03-08-2022,27.4,33.4,29.7,72,0,5.4,4,350,1,C
04-08-2022,25.6,32,28.1,82,7.1,6.8,8,330,1,C
05-08-2022,25.8,30.8,28,82,15.4,6,8,340,2,C
06-08-2022,25,32,28.1,76,,4,8,330,2,C
07-08-2022,25.6,32,28.1,78,2.6,7,3,300,1,C
08-08-2022,25.8,33.2,28.7,70,0,6.5,7,320,1,C
09-08-2022,26.4,33.2,29.1,67,,7,6,320,1,C
10-08-2022,25,34,29.6,69,,6.5,4,100,1,C
11-08-2022,26.8,34.2,29.7,71,0,7,7,340,2,C
12-08-2022,27.2,33.4,29.6,76,0,6.5,7,330,1,C
13-08-2022,26,32.6,29.3,72,,6.4,6,290,1,C
14-08-2022,25,33.8,29.2,76,,3.6,5,30,2,C
15-08-2022,26.8,32.2,29,76,0,6.7,6,320,1,C
16-08-2022,27,32.4,28.9,74,,2.5,5,260,1,C
17-08-2022,25.4,32.6,28.6,79,6.4,2.6,6,120,1,C
18-08-2022,25,33.6,29.4,70,,4,5,50,1,C
19-08-2022,26.6,35,30,62,0,6,6,120,2,C
20-08-2022,27.2,33.6,29.7,68,0,7,3,110,1,C
21-08-2022,27.4,32.8,29.3,,,5,5,310,1,C
22-08-2022,25,30.8,27.5,80,,5.5,5,340,1,C
23-08-2022,26.2,34.8,29.6,73,0,1.2,6,120,1,C
24-08-2022,27,32.4,29.1,74,0,7.5,6,320,1,C
25-08-2022,26.6,33.2,29.4,65,,7.5,7,120,1,C
26-08-2022,25,32.4,28.9,72,,7.2,4,330,0,C
27-08-2022,26.4,32.4,28.6,76,0,1.5,5,330,1,C
28-08-2022,26.4,30.6,28.4,78,,1.2,3,330,1,C
29-08-2022,25.8,32.6,28.4,77,0,2.5,7,340,2,C
30-08-2022,25,32.8,28.5,72,,2.2,5,330,1,C
31-08-2022,26.4,33,29.3,70,0,7,5,120,1,C
01-09-2022,27.2,32.4,29.1,73,0,4,5,100,1,C
02-09-2022,26.6,33.6,29.3,76,0.5,3.5,5,320,1,C
03-09-2022,25,33,28.3,76,,4,9,270,4,W
04-09-2022,26.2,32.2,28.8,70,0,5.7,3,320,1,C
05-09-2022,26.6,32.4,29.4,74,0,7.8,6,320,1,C
06-09-2022,27.4,34.6,30,70,0.2,6.5,5,120,1,C
07-09-2022,25,31,27.4,85,0.2,6.3,3,260,0,C
08-09-2022,25.6,28.6,26.8,86,5.8,4.6,4,320,1,C
09-09-2022,25.2,31.2,26.4,86,1.5,0,5,300,1,C
10-09-2022,24.2,30.4,26.7,84,55.8,1.2,5,300,2,C
11-09-2022,25,31.6,27.7,81,,0,9,320,2,C
12-09-2022,25,31.6,28.1,80,23.4,9.7,9,320,2,C
13-09-2022,25.8,31.6,28.5,78,0,6.5,6,330,1,C
14-09-2022,25.4,32.6,28.9,69,,4.2,6,320,1,C
15-09-2022,25,33.2,28.6,72,,2,6,320,1,C
16-09-2022,26.4,33.2,29.4,66,0,6.2,8,340,1,C
17-09-2022,26.2,32.4,29.2,73,0,4.2,4,330,1,C
18-09-2022,26.8,31.8,28.9,77,,6,5,320,1,C
19-09-2022,26,34.4,29.8,69,1.2,2.1,4,300,0,C
20-09-2022,26,32,28.7,68,0,7.8,8,320,2,C
21-09-2022,26.4,32.2,28.5,75,0,4.7,4,330,1,C
22-09-2022,26.6,31.6,27.7,81,,4,4,120,1,C
23-09-2022,,31.8,27.8,81,21.4,0,6,320,1,C
24-09-2022,25.8,33.6,29.3,72,0,4,4,70,1,C
25-09-2022,26.4,32.6,29.3,72,0,8,4,350,1,C
26-09-2022,26.6,34.4,30,67,,4,8,320,2,C
27-09-2022,24.6,32.4,28.7,73,10.5,4.6,6,320,1,C
28-09-2022,26.4,32.4,29.6,67,0,9.4,8,340,2,C
29-09-2022,27.2,32.2,29.6,70,0,4.5,5,330,1,C
30-09-2022,26.6,32.6,29,72,,2,3,150,0,C
01-10-2022,26,33.8,29.9,74,,3,7,320,1,C
02-10-2022,26.8,30.4,28.2,78,0,7.8,4,310,1,C
03-10-2022,24.8,32.4,28.7,77,15.8,3,5,330,1,C
04-10-2022,25.8,32.8,28.1,78,1.6,5.4,6,320,2,C
05-10-2022,25,30.6,27.4,87,26,4.8,0,0,0,C
06-10-2022,26,33.6,27.9,78,0,0.8,8,340,1,C
07-10-2022,25,32.2,27.2,85,48.6,7.8,3,270,1,C
08-10-2022,24.5,33.4,28.1,74,1.2,1.5,4,260,1,C
09-10-2022,25,31.4,27.8,77,,2.3,5,320,1,C
10-10-2022,25.6,31.2,28,76,0,2.6,5,320,1,C
11-10-2022,26,31.8,27.8,80,0,3.5,6,340,1,C
12-10-2022,24.6,32.8,28.3,73,17,0.4,8,340,1,C
13-10-2022,25,31.6,27.4,80,,7.5,7,300,1,C
14-10-2022,24.6,32.4,28.9,70,21,4.7,8,320,2,C
15-10-2022,26.6,31.8,27.8,82,0,7.5,3,320,0,C
16-10-2022,25.8,31.6,27.8,82,12.2,2.5,4,310,1,C
17-10-2022,25.8,32.4,28.6,80,,3.1,2,310,0,C
18-10-2022,26.6,30.6,28,81,3.8,2.6,4,300,0,C
19-10-2022,26.6,31.6,27.5,81,0,1,5,316,0,C
20-10-2022,25.2,32,28.2,80,20.2,1.2,5,310,1,C
21-10-2022,25,30.8,28.4,76,,1,3,316,0,C
22-10-2022,26.4,31.4,28.7,78,0,0,3,300,1,C
23-10-2022,25.6,32.8,28.7,76,34.8,6.5,4,310,2,C
24-10-2022,25.6,34,29.1,69,,7,8,320,3,NW
25-10-2022,25,31,27.4,80,,5,7,320,4,NW
26-10-2022,23.8,31.6,27,81,17.3,2,6,320,2,C
27-10-2022,24,32.4,28.5,74,,1,4,310,2,C
28-10-2022,24.8,35.4,29.8,60,,1.2,5,320,1,C
29-10-2022,24.6,32.4,29.2,70,,5.5,4,320,1,C
30-10-2022,26.6,33,29.1,68,0,6.8,5,300,1,C
31-10-2022,27,32,29.4,71,0,7.5,3,310,0,C
01-11-2022,26.6,32,29.3,72,,6,5,320,2,C
02-11-2022,25.4,32.4,29.2,76,,4,7,316,1,C
03-11-2022,26.8,32.2,29.1,75,0,5.6,5,320,1,C
04-11-2022,26.2,33.2,28.9,75,0,3,5,317,1,C
05-11-2022,25.4,32.6,28,78,27.6,2.4,7,320,1,C
06-11-2022,24.2,30.8,27.9,79,,5,5,320,1,C
07-11-2022,25.6,30.4,27.5,83,2.2,0,3,320,0,C
08-11-2022,25.6,30.2,27.5,80,0.4,2,4,317,1,C
09-11-2022,24.8,31.6,28,78,7.7,0.6,5,320,1,C
10-11-2022,25,31.2,27.6,82,,0,5,316,1,C
11-11-2022,26,,28,76,13.5,0,9,320,2,C
12-11-2022,25.6,32.4,27.6,81,0.6,1.4,5,310,1,C
13-11-2022,25,30.6,27.2,83,,5.2,5,310,1,C
14-11-2022,24.2,32.8,28.3,78,,0,7,317,1,C
15-11-2022,24.8,32.4,29,73,0.5,2.9,5,320,1,C
16-11-2022,27,,28.7,76,0,3,7,317,2,NW
17-11-2022,24.8,28,26.1,89,42.4,4.2,6,320,1,C
18-11-2022,25,32.4,28.3,76,10.5,0,5,315,2,NW
19-11-2022,25.8,33.2,28.9,74,,2.4,4,280,2,W
20-11-2022,26.6,33.6,29.5,70,0,5.8,4,300,2,NW
21-11-2022,26.2,34.6,29.7,66,,5,6,320,2,C
22-11-2022,24,34.2,29.4,70,,4.7,10,316,2,NW
23-11-2022,25,33.4,28.8,71,,7.7,9,320,2,C
24-11-2022,26.2,31,28.6,76,2.7,5.5,4,316,1,C
25-11-2022,25.4,31.4,27.8,76,,1.6,3,314,0,C
26-11-2022,25,31.4,27.2,82,,0.9,5,320,1,C
27-11-2022,24.4,31.2,27.7,80,17.2,0,4,320,1,C
28-11-2022,25.4,31.4,28.6,79,2,7.4,7,317,1,C
29-11-2022,24.6,33,28.6,78,16.8,3.2,8,320,2,C
30-11-2022,25,33,28.2,78,,8.5,3,315,0,C
01-12-2022,26,32.4,28.4,76,0,0.4,9,320,2,C
02-12-2022,26.4,31.4,28.1,78,,6.5,5,320,1,C
03-12-2022,25,32,28.3,76,4,1,7,310,1,C
04-12-2022,25,31.2,28.4,77,,6.5,7,320,2,C
05-12-2022,26,32.2,28.6,76,0,1.8,7,320,1,C
06-12-2022,26.6,30.4,27.9,80,0,5,4,317,1,C
07-12-2022,25.4,31.2,28.2,80,,0.4,5,317,0,C
08-12-2022,25,33,27.8,80,,1.5,5,320,1,C
09-12-2022,25.6,31.8,27.2,82,2.6,0.8,5,320,1,C
